name,subname,url,holiday,nearest,genre,price_dinner,price_lunch,star,address,tel,reviews,bookmarks,menu_url,photo_out,photo_in,city
なみき洋菓子工場,,https://tabelog.com/tokyo/A1318/A131809/13193004/,木曜日,千歳烏山駅,ケーキ ドーナツ,-,～￥999,3.13,東京都 世田谷区南烏山4-6-4 ,03-3326-5312,7,158,https://tabelog.com/tokyo/A1318/A131809/13193004/dtlmenu,https://tabelog.com/tokyo/A1318/A131809/13193004/dtlphotolst/3/smp2,https://tabelog.com/tokyo/A1318/A131809/13193004/dtlphotolst/4/smp2,世田谷区
洋菓子フローラ,,https://tabelog.com/tokyo/A1317/A131707/13096665/,水曜日,用賀駅,洋菓子（その他） ケーキ,-,￥1000～￥1999,3.09,東京都 世田谷区用賀4-17-4 ,03-3709-7012,15,308,https://tabelog.com/tokyo/A1317/A131707/13096665/dtlmenu,https://tabelog.com/tokyo/A1317/A131707/13096665/dtlphotolst/3/smp2,https://tabelog.com/tokyo/A1317/A131707/13096665/dtlphotolst/4/smp2,世田谷区
アーモンド洋菓子店 若林支店,,https://tabelog.com/tokyo/A1317/A131706/13156474/,木曜日,西太子堂駅,ケーキ,-,￥2000～￥2999,3.09,東京都 世田谷区若林1-2-1 ,03-3795-0808,8,203,https://tabelog.com/tokyo/A1317/A131706/13156474/dtlmenu,https://tabelog.com/tokyo/A1317/A131706/13156474/dtlphotolst/3/smp2,https://tabelog.com/tokyo/A1317/A131706/13156474/dtlphotolst/4/smp2,世田谷区
カワムラ洋菓子店 経堂店,,https://tabelog.com/tokyo/A1318/A131813/13125226/,無休,経堂駅,ケーキ,-,～￥999,3.08,東京都 世田谷区宮坂3-4-1 ライオンズマンション経堂 1F,03-3428-3013,5,190,https://tabelog.com/tokyo/A1318/A131813/13125226/dtlmenu,https://tabelog.com/tokyo/A1318/A131813/13125226/dtlphotolst/3/smp2,https://tabelog.com/tokyo/A1318/A131813/13125226/dtlphotolst/4/smp2,世田谷区
及川洋菓子店,,https://tabelog.com/tokyo/A1318/A131812/13272006/,-,下北沢駅,洋菓子（その他）,-,￥3000～￥3999,3.03,東京都 世田谷区代沢5-6-14 ,-,1,238,https://tabelog.com/tokyo/A1318/A131812/13272006/dtlmenu,https://tabelog.com/tokyo/A1318/A131812/13272006/dtlphotolst/3/smp2,https://tabelog.com/tokyo/A1318/A131812/13272006/dtlphotolst/4/smp2,世田谷区
タトル 明大前洋菓子店,（Tatre）,https://tabelog.com/tokyo/A1318/A131804/13255316/,なし,明大前駅,ケーキ 洋菓子（その他）,～￥999,～￥999,3.15,東京都 世田谷区松原2-42-5 フラワーハイホーム 1F,03-4362-5224,13,312,https://tabelog.com/tokyo/A1318/A131804/13255316/dtlmenu,https://tabelog.com/tokyo/A1318/A131804/13255316/dtlphotolst/3/smp2,https://tabelog.com/tokyo/A1318/A131804/13255316/dtlphotolst/4/smp2,世田谷区
洋菓子のヒロタ フレンテ明大前店,（HIROTA）,https://tabelog.com/tokyo/A1318/A131804/13139963/,なし,明大前駅,洋菓子（その他）,-,～￥999,3.06,東京都 世田谷区松原2-46-1 フレンテ明大前 B1F,-,8,55,https://tabelog.com/tokyo/A1318/A131804/13139963/dtlmenu,https://tabelog.com/tokyo/A1318/A131804/13139963/dtlphotolst/3/smp2,https://tabelog.com/tokyo/A1318/A131804/13139963/dtlphotolst/4/smp2,世田谷区
オリオン洋菓子店,,https://tabelog.com/tokyo/A1317/A131715/13136868/,木曜日,九品仏駅,ケーキ,-,～￥999,3.14,東京都 世田谷区奥沢6丁目13-7 ,-,10,151,https://tabelog.com/tokyo/A1317/A131715/13136868/dtlmenu,https://tabelog.com/tokyo/A1317/A131715/13136868/dtlphotolst/3/smp2,https://tabelog.com/tokyo/A1317/A131715/13136868/dtlphotolst/4/smp2,世田谷区
ガーデニア洋菓子店,,https://tabelog.com/tokyo/A1318/A131809/13045820/,毎週火曜日,上北沢駅,ケーキ スイーツ（その他）,-,￥1000～￥1999,3.06,東京都 世田谷区上北沢4-15-2 ,-,3,81,https://tabelog.com/tokyo/A1318/A131809/13045820/dtlmenu,https://tabelog.com/tokyo/A1318/A131809/13045820/dtlphotolst/3/smp2,https://tabelog.com/tokyo/A1318/A131809/13045820/dtlphotolst/4/smp2,世田谷区
洋菓子 代官山小川軒,（オガワケン）,https://tabelog.com/tokyo/A1303/A130303/13136728/,日曜日、祝日,代官山駅,ケーキ 洋菓子（その他）,-,～￥999,3.54,東京都 渋谷区代官山町10-13 ,03-3463-3660,79,4740,https://tabelog.com/tokyo/A1303/A130303/13136728/dtlmenu,https://tabelog.com/tokyo/A1303/A130303/13136728/dtlphotolst/3/smp2,https://tabelog.com/tokyo/A1303/A130303/13136728/dtlphotolst/4/smp2,渋谷区
洋菓子舗ウエスト 新宿高島屋店,,https://tabelog.com/tokyo/A1304/A130401/13097439/,不定休(新宿高島屋に準ずる),新宿駅,洋菓子（その他）,￥1000～￥1999,￥1000～￥1999,3.03,東京都 渋谷区千駄ヶ谷5-24-2 新宿タカシマヤ  B1F,03-5361-1313,16,122,https://tabelog.com/tokyo/A1304/A130401/13097439/dtlmenu,https://tabelog.com/tokyo/A1304/A130401/13097439/dtlphotolst/3/smp2,https://tabelog.com/tokyo/A1304/A130401/13097439/dtlphotolst/4/smp2,渋谷区
エリヤ洋菓子店,（エリヤヨウガシテン）,https://tabelog.com/tokyo/A1319/A131902/13012851/,無休,新中野駅,チョコレート,～￥999,￥1000～￥1999,3.22,東京都 中野区本町4-38-20 １０１,03-3384-1234,18,450,https://tabelog.com/tokyo/A1319/A131902/13012851/dtlmenu,https://tabelog.com/tokyo/A1319/A131902/13012851/dtlphotolst/3/smp2,https://tabelog.com/tokyo/A1319/A131902/13012851/dtlphotolst/4/smp2,中野区
西洋菓子屋,,https://tabelog.com/tokyo/A1321/A132104/13180969/,水曜日,野方駅,ケーキ マカロン,～￥999,～￥999,3.06,東京都 中野区野方6-5-1 ,03-6312-6690,6,74,https://tabelog.com/tokyo/A1321/A132104/13180969/dtlmenu,https://tabelog.com/tokyo/A1321/A132104/13180969/dtlphotolst/3/smp2,https://tabelog.com/tokyo/A1321/A132104/13180969/dtlphotolst/4/smp2,中野区
ボンメール洋菓子店,,https://tabelog.com/tokyo/A1319/A131901/13118237/,月曜日,東中野駅,ケーキ,-,￥1000～￥1999,3.13,東京都 中野区東中野4-10-3 ,-,4,97,https://tabelog.com/tokyo/A1319/A131901/13118237/dtlmenu,https://tabelog.com/tokyo/A1319/A131901/13118237/dtlphotolst/3/smp2,https://tabelog.com/tokyo/A1319/A131901/13118237/dtlphotolst/4/smp2,中野区
メルベイユ洋菓子店,,https://tabelog.com/tokyo/A1319/A131904/13044762/,不定休,新高円寺駅,ケーキ,～￥999,～￥999,3.24,東京都 杉並区高円寺南2-17-2 ,03-3314-2955,24,662,https://tabelog.com/tokyo/A1319/A131904/13044762/dtlmenu,https://tabelog.com/tokyo/A1319/A131904/13044762/dtlphotolst/3/smp2,https://tabelog.com/tokyo/A1319/A131904/13044762/dtlphotolst/4/smp2,杉並区
クラウン洋菓子店,（クラウン　CROWN）,https://tabelog.com/tokyo/A1321/A132104/13054665/,営業時間欄に記載,下井草駅,ケーキ,～￥999,～￥999,3.13,東京都 杉並区下井草2丁目40-20 ,03-3399-2460,8,239,https://tabelog.com/tokyo/A1321/A132104/13054665/dtlmenu,https://tabelog.com/tokyo/A1321/A132104/13054665/dtlphotolst/3/smp2,https://tabelog.com/tokyo/A1321/A132104/13054665/dtlphotolst/4/smp2,杉並区
和・洋菓子舗 日影茶屋 荻窪ルミネ店,（ひかげ ちゃや）,https://tabelog.com/tokyo/A1319/A131906/13067044/,無休（「ルミネ荻窪」に準ずる）,荻窪駅,ケーキ 和菓子,～￥999,￥1000～￥1999,3.05,東京都 杉並区上荻1-7-1 ルミネ荻窪店  1Ｆ,03-3220-2920,20,254,https://tabelog.com/tokyo/A1319/A131906/13067044/dtlmenu,https://tabelog.com/tokyo/A1319/A131906/13067044/dtlphotolst/3/smp2,https://tabelog.com/tokyo/A1319/A131906/13067044/dtlphotolst/4/smp2,杉並区
西洋菓子 おだふじ 南長崎店,,https://tabelog.com/tokyo/A1321/A132101/13232005/,月曜日(祝日の場合翌日),落合南長崎駅,ケーキ 洋菓子（その他）,￥1000～￥1999,￥1000～￥1999,3.30,東京都 豊島区 長崎4-5-20 アイテラス落合南長崎 1F,03-5906-5291,22,685,https://tabelog.com/tokyo/A1321/A132101/13232005/dtlmenu,https://tabelog.com/tokyo/A1321/A132101/13232005/dtlphotolst/3/smp2,https://tabelog.com/tokyo/A1321/A132101/13232005/dtlphotolst/4/smp2,豊島区
みみずく洋菓子店 西武池袋店,,https://tabelog.com/tokyo/A1305/A130501/13258853/,-,池袋駅,ケーキ 洋菓子（その他）,-,-,-,東京都 豊島区南池袋1-28-1 西武池袋本店  B1F,03-3981-0111,-,58,https://tabelog.com/tokyo/A1305/A130501/13258853/dtlmenu,https://tabelog.com/tokyo/A1305/A130501/13258853/dtlphotolst/3/smp2,https://tabelog.com/tokyo/A1305/A130501/13258853/dtlphotolst/4/smp2,豊島区
アドリア洋菓子店,（アドリア・ヨウガシテン）,https://tabelog.com/tokyo/A1323/A132304/13008777/,火曜日,東十条駅,ケーキ 喫茶店 パン,～￥999,～￥999,3.19,東京都 北区東十条4-7-17 ,03-3911-5767,32,760,https://tabelog.com/tokyo/A1323/A132304/13008777/dtlmenu,https://tabelog.com/tokyo/A1323/A132304/13008777/dtlphotolst/3/smp2,https://tabelog.com/tokyo/A1323/A132304/13008777/dtlphotolst/4/smp2,北区
洋菓子カフェ かしこ,,https://tabelog.com/tokyo/A1323/A132305/13180108/,月曜日、火曜日,赤羽岩淵駅,ケーキ 洋菓子（その他） カフェ,-,～￥999,3.17,東京都 北区志茂2-64-9 前薗ビル 1F,03-5939-9554,11,411,https://tabelog.com/tokyo/A1323/A132305/13180108/dtlmenu,https://tabelog.com/tokyo/A1323/A132305/13180108/dtlphotolst/3/smp2,https://tabelog.com/tokyo/A1323/A132305/13180108/dtlphotolst/4/smp2,北区
アルパイン洋菓子店,,https://tabelog.com/tokyo/A1322/A132205/13108423/,日曜,浮間舟渡駅,ケーキ,～￥999,～￥999,3.15,東京都 北区浮間4-30-9 ,03-5392-0981,12,205,https://tabelog.com/tokyo/A1322/A132205/13108423/dtlmenu,https://tabelog.com/tokyo/A1322/A132205/13108423/dtlphotolst/3/smp2,https://tabelog.com/tokyo/A1322/A132205/13108423/dtlphotolst/4/smp2,北区
ニース洋菓子店,（PATISSERIE Nice）,https://tabelog.com/tokyo/A1322/A132201/13204133/,火曜日,西巣鴨駅,ケーキ,-,￥1000～￥1999,3.07,東京都 北区滝野川3-33-5 1F,03-3918-3170,7,147,https://tabelog.com/tokyo/A1322/A132201/13204133/dtlmenu,https://tabelog.com/tokyo/A1322/A132201/13204133/dtlphotolst/3/smp2,https://tabelog.com/tokyo/A1322/A132201/13204133/dtlphotolst/4/smp2,北区
洋菓子工房ムーンハート,（Moon Heart）,https://tabelog.com/tokyo/A1323/A132301/13059725/,日曜・祝日,赤土小学校前駅,洋菓子（その他）,￥1000～￥1999,～￥999,3.20,東京都 荒川区東尾久5-30-1 ,03-3893-6746,14,301,https://tabelog.com/tokyo/A1323/A132301/13059725/dtlmenu,https://tabelog.com/tokyo/A1323/A132301/13059725/dtlphotolst/3/smp2,https://tabelog.com/tokyo/A1323/A132301/13059725/dtlphotolst/4/smp2,荒川区
洋菓子　セキヤ,（Patisserie SEKIYA）,https://tabelog.com/tokyo/A1323/A132301/13055299/,水曜日（祝日は営業）,荒川遊園地前駅,ケーキ,-,～￥999,3.10,東京都 荒川区西尾久7-10-3 ,03-3894-6628,8,266,https://tabelog.com/tokyo/A1323/A132301/13055299/dtlmenu,https://tabelog.com/tokyo/A1323/A132301/13055299/dtlphotolst/3/smp2,https://tabelog.com/tokyo/A1323/A132301/13055299/dtlphotolst/4/smp2,荒川区
和洋菓子 EDO USAGI,（江戸うさぎ）,https://tabelog.com/tokyo/A1311/A131105/13274728/,-,日暮里駅,洋菓子（その他） 和菓子,-,-,-,東京都 荒川区西日暮里2-14-11 ,050-1790-6007,-,10,https://tabelog.com/tokyo/A1311/A131105/13274728/dtlmenu,https://tabelog.com/tokyo/A1311/A131105/13274728/dtlphotolst/3/smp2,https://tabelog.com/tokyo/A1311/A131105/13274728/dtlphotolst/4/smp2,荒川区
洋菓子工房ムーンハート 東日暮里店,,https://tabelog.com/tokyo/A1311/A131105/13128765/,年中無休（臨時休業あり）,日暮里駅,洋菓子（その他）,-,～￥999,3.05,東京都 荒川区東日暮里5-17-7 ,-,4,78,https://tabelog.com/tokyo/A1311/A131105/13128765/dtlmenu,https://tabelog.com/tokyo/A1311/A131105/13128765/dtlphotolst/3/smp2,https://tabelog.com/tokyo/A1311/A131105/13128765/dtlphotolst/4/smp2,荒川区
シャロン洋菓子店,,https://tabelog.com/tokyo/A1323/A132303/13146625/,水曜日,小台駅,ケーキ,-,～￥999,3.03,東京都 荒川区西尾久4-14-15 ,-,3,31,https://tabelog.com/tokyo/A1323/A132303/13146625/dtlmenu,https://tabelog.com/tokyo/A1323/A132303/13146625/dtlphotolst/3/smp2,https://tabelog.com/tokyo/A1323/A132303/13146625/dtlphotolst/4/smp2,荒川区
タカセ パン・洋菓子コーナー 板橋店,,https://tabelog.com/tokyo/A1322/A132201/13008889/,無休,下板橋駅,パン ケーキ 喫茶店,-,～￥999,3.26,東京都 板橋区板橋1-37-10 ,03-3962-7301,28,636,https://tabelog.com/tokyo/A1322/A132201/13008889/dtlmenu,https://tabelog.com/tokyo/A1322/A132201/13008889/dtlphotolst/3/smp2,https://tabelog.com/tokyo/A1322/A132201/13008889/dtlphotolst/4/smp2,板橋区
洋菓子・喫茶 ナバタ,,https://tabelog.com/tokyo/A1322/A132205/13105048/,不定休,志村坂上駅,ケーキ 喫茶店,～￥999,～￥999,3.00,東京都 板橋区前野町4-1-19 ,-,3,63,https://tabelog.com/tokyo/A1322/A132205/13105048/dtlmenu,https://tabelog.com/tokyo/A1322/A132205/13105048/dtlphotolst/3/smp2,https://tabelog.com/tokyo/A1322/A132205/13105048/dtlphotolst/4/smp2,板橋区
和洋菓子 なかむら 東京板橋支店,,https://tabelog.com/tokyo/A1322/A132203/13263534/,-,上板橋駅,和菓子 洋菓子（その他）,-,～￥999,3.00,東京都 板橋区上板橋2-2-15 パークハイム 1F,070-8412-4528,2,29,https://tabelog.com/tokyo/A1322/A132203/13263534/dtlmenu,https://tabelog.com/tokyo/A1322/A132203/13263534/dtlphotolst/3/smp2,https://tabelog.com/tokyo/A1322/A132203/13263534/dtlphotolst/4/smp2,板橋区
明治洋菓子店,,https://tabelog.com/tokyo/A1322/A132202/13134879/,水曜日、その他（夏期、年末年始）,千川駅,ケーキ,-,～￥999,3.05,東京都 板橋区向原1-1-16 ,-,3,83,https://tabelog.com/tokyo/A1322/A132202/13134879/dtlmenu,https://tabelog.com/tokyo/A1322/A132202/13134879/dtlphotolst/3/smp2,https://tabelog.com/tokyo/A1322/A132202/13134879/dtlphotolst/4/smp2,板橋区
洋菓子の店 赤ずきん 桜台店,（AKAZUKIN）,https://tabelog.com/tokyo/A1321/A132101/13039547/,火曜,桜台駅,ケーキ 洋菓子（その他）,￥2000～￥2999,～￥999,3.34,東京都 練馬区桜台2-45-10 ,03-3992-5823,31,938,https://tabelog.com/tokyo/A1321/A132101/13039547/dtlmenu,https://tabelog.com/tokyo/A1321/A132101/13039547/dtlphotolst/3/smp2,https://tabelog.com/tokyo/A1321/A132101/13039547/dtlphotolst/4/smp2,練馬区
トレント洋菓子店,,https://tabelog.com/tokyo/A1321/A132103/13100503/,火曜,大泉学園駅,ケーキ アイスクリーム,-,～￥999,3.32,東京都 練馬区東大泉7丁目38-29-103 ,03-3921-8831,19,503,https://tabelog.com/tokyo/A1321/A132103/13100503/dtlmenu,https://tabelog.com/tokyo/A1321/A132103/13100503/dtlphotolst/3/smp2,https://tabelog.com/tokyo/A1321/A132103/13100503/dtlphotolst/4/smp2,練馬区
西洋菓子 おだふじ 大泉学園店,,https://tabelog.com/tokyo/A1321/A132103/13264488/,月曜日,大泉学園駅,ケーキ,-,～￥999,3.20,東京都 練馬区東大泉2-34-1 オズスタジオシティ 1F,-,17,540,https://tabelog.com/tokyo/A1321/A132103/13264488/dtlmenu,https://tabelog.com/tokyo/A1321/A132103/13264488/dtlphotolst/3/smp2,https://tabelog.com/tokyo/A1321/A132103/13264488/dtlphotolst/4/smp2,練馬区
ロレーヌ洋菓子店,,https://tabelog.com/tokyo/A1321/A132102/13120159/,水曜日,練馬春日町駅,ケーキ 洋菓子（その他）,～￥999,～￥999,3.17,東京都 練馬区春日町5-12-5 ,03-3998-4731,14,195,https://tabelog.com/tokyo/A1321/A132102/13120159/dtlmenu,https://tabelog.com/tokyo/A1321/A132102/13120159/dtlphotolst/3/smp2,https://tabelog.com/tokyo/A1321/A132102/13120159/dtlphotolst/4/smp2,練馬区
ローヤル洋菓子店,,https://tabelog.com/tokyo/A1322/A132203/13099592/,第2・3月曜日,東武練馬駅,ケーキ カフェ,-,～￥999,3.17,東京都 練馬区北町2-17-17 ,03-3931-2873,12,244,https://tabelog.com/tokyo/A1322/A132203/13099592/dtlmenu,https://tabelog.com/tokyo/A1322/A132203/13099592/dtlphotolst/3/smp2,https://tabelog.com/tokyo/A1322/A132203/13099592/dtlphotolst/4/smp2,練馬区
ポアール洋菓子店,,https://tabelog.com/tokyo/A1321/A132105/13112112/,木曜日,武蔵関駅,ケーキ パン 洋菓子（その他）,-,￥1000～￥1999,3.13,東京都 練馬区関町北4-6-7 ,03-3920-0555,15,223,https://tabelog.com/tokyo/A1321/A132105/13112112/dtlmenu,https://tabelog.com/tokyo/A1321/A132105/13112112/dtlphotolst/3/smp2,https://tabelog.com/tokyo/A1321/A132105/13112112/dtlphotolst/4/smp2,練馬区
リビエラ洋菓子店 本店,,https://tabelog.com/tokyo/A1321/A132105/13131120/,-,上石神井駅,ケーキ 喫茶店,-,～￥999,3.07,東京都 練馬区石神井台2-1-10 ,03-3995-9709,5,88,https://tabelog.com/tokyo/A1321/A132105/13131120/dtlmenu,https://tabelog.com/tokyo/A1321/A132105/13131120/dtlphotolst/3/smp2,https://tabelog.com/tokyo/A1321/A132105/13131120/dtlphotolst/4/smp2,練馬区
モアール洋菓子店,,https://tabelog.com/tokyo/A1321/A132102/13227666/,水曜日・2021/8/11～8/18は夏季休暇,練馬高野台駅,ケーキ 洋菓子（その他）,-,～￥999,3.04,東京都 練馬区富士見台2-44-9 ,03-3990-6800,2,45,https://tabelog.com/tokyo/A1321/A132102/13227666/dtlmenu,https://tabelog.com/tokyo/A1321/A132102/13227666/dtlphotolst/3/smp2,https://tabelog.com/tokyo/A1321/A132102/13227666/dtlphotolst/4/smp2,練馬区
平野屋洋菓子店,,https://tabelog.com/tokyo/A1321/A132102/13123797/,-,光が丘駅,洋菓子（その他）,-,-,-,東京都 練馬区旭町1-14-5 ,-,-,1,https://tabelog.com/tokyo/A1321/A132102/13123797/dtlmenu,https://tabelog.com/tokyo/A1321/A132102/13123797/dtlphotolst/3/smp2,https://tabelog.com/tokyo/A1321/A132102/13123797/dtlphotolst/4/smp2,練馬区
コシジ洋菓子店本店,,https://tabelog.com/tokyo/A1324/A132404/13101880/,火曜日,綾瀬駅,ケーキ,-,￥1000～￥1999,3.15,東京都 足立区東綾瀬2-15-5 ,03-3605-7573,14,310,https://tabelog.com/tokyo/A1324/A132404/13101880/dtlmenu,https://tabelog.com/tokyo/A1324/A132404/13101880/dtlphotolst/3/smp2,https://tabelog.com/tokyo/A1324/A132404/13101880/dtlphotolst/4/smp2,足立区
タグチ洋菓子店,,https://tabelog.com/tokyo/A1324/A132404/13125648/,水曜,大師前駅,ケーキ,-,～￥999,3.08,東京都 足立区西新井本町4-12-12 ,03-3890-5740,5,49,https://tabelog.com/tokyo/A1324/A132404/13125648/dtlmenu,https://tabelog.com/tokyo/A1324/A132404/13125648/dtlphotolst/3/smp2,https://tabelog.com/tokyo/A1324/A132404/13125648/dtlphotolst/4/smp2,足立区
トランタン洋菓子店,（Ｔrentaine）,https://tabelog.com/tokyo/A1324/A132404/13123902/,火曜日、第３水曜日,舎人駅,ケーキ 喫茶店,-,～￥999,3.07,東京都 足立区入谷5-14-12 ,03-3896-8557,5,81,https://tabelog.com/tokyo/A1324/A132404/13123902/dtlmenu,https://tabelog.com/tokyo/A1324/A132404/13123902/dtlphotolst/3/smp2,https://tabelog.com/tokyo/A1324/A132404/13123902/dtlphotolst/4/smp2,足立区
クーロンヌ洋菓子店,,https://tabelog.com/tokyo/A1324/A132404/13110088/,木曜日,竹ノ塚駅,ケーキ,～￥999,～￥999,3.02,東京都 足立区竹の塚6-10-11 ,03-3883-5364,2,68,https://tabelog.com/tokyo/A1324/A132404/13110088/dtlmenu,https://tabelog.com/tokyo/A1324/A132404/13110088/dtlphotolst/3/smp2,https://tabelog.com/tokyo/A1324/A132404/13110088/dtlphotolst/4/smp2,足立区
洋菓子工房アカシア,,https://tabelog.com/tokyo/A1324/A132404/13195924/,月曜日,高野駅,ケーキ,-,～￥999,3.00,東京都 足立区興野1-14-8 ,03-3840-2559,4,90,https://tabelog.com/tokyo/A1324/A132404/13195924/dtlmenu,https://tabelog.com/tokyo/A1324/A132404/13195924/dtlphotolst/3/smp2,https://tabelog.com/tokyo/A1324/A132404/13195924/dtlphotolst/4/smp2,足立区
洋菓子店 グラン・フルール,,https://tabelog.com/tokyo/A1324/A132404/13274587/,月曜・火曜（祝日を除く）,西新井大師西駅,ケーキ 洋菓子（その他）,￥2000～￥2999,￥2000～￥2999,-,東京都 足立区西新井7-12-12 ,03-5856-9566,-,8,https://tabelog.com/tokyo/A1324/A132404/13274587/dtlmenu,https://tabelog.com/tokyo/A1324/A132404/13274587/dtlphotolst/3/smp2,https://tabelog.com/tokyo/A1324/A132404/13274587/dtlphotolst/4/smp2,足立区
nomiya,（nomiya ノミヤ洋菓子店/五席酒場ノミヤ）,https://tabelog.com/tokyo/A1324/A132402/13231758/,月曜～水曜,北千住駅,バル・バール ケーキ 居酒屋,-,￥1000～￥1999,3.06,東京都 足立区千住旭町24-1 ,-,11,1162,https://tabelog.com/tokyo/A1324/A132402/13231758/dtlmenu,https://tabelog.com/tokyo/A1324/A132402/13231758/dtlphotolst/3/smp2,https://tabelog.com/tokyo/A1324/A132402/13231758/dtlphotolst/4/smp2,足立区
富士屋和洋菓子店,,https://tabelog.com/tokyo/A1324/A132404/13145134/,月曜日,梅島駅,和菓子,～￥999,-,3.05,東京都 足立区梅田7-34-15 ,-,2,29,https://tabelog.com/tokyo/A1324/A132404/13145134/dtlmenu,https://tabelog.com/tokyo/A1324/A132404/13145134/dtlphotolst/3/smp2,https://tabelog.com/tokyo/A1324/A132404/13145134/dtlphotolst/4/smp2,足立区
フラン洋菓子店,,https://tabelog.com/tokyo/A1324/A132404/13115424/,不定休(水曜日多),江北駅,ケーキ,-,～￥999,3.00,東京都 足立区江北4-28-22 ,-,5,67,https://tabelog.com/tokyo/A1324/A132404/13115424/dtlmenu,https://tabelog.com/tokyo/A1324/A132404/13115424/dtlphotolst/3/smp2,https://tabelog.com/tokyo/A1324/A132404/13115424/dtlphotolst/4/smp2,足立区
コシジ洋菓子店,（kosiji）,https://tabelog.com/tokyo/A1324/A132403/13049233/,不定休,柴又駅,ケーキ,-,￥1000～￥1999,3.26,東京都 葛飾区柴又4-15-15 ,03-3659-2851,27,806,https://tabelog.com/tokyo/A1324/A132403/13049233/dtlmenu,https://tabelog.com/tokyo/A1324/A132403/13049233/dtlphotolst/3/smp2,https://tabelog.com/tokyo/A1324/A132403/13049233/dtlphotolst/4/smp2,葛飾区
コシジ洋菓子店,,https://tabelog.com/tokyo/A1324/A132403/13162340/,不定休,お花茶屋駅,ケーキ,-,～￥999,3.19,東京都 葛飾区お花茶屋2-16-5 ,03-3604-8431,9,163,https://tabelog.com/tokyo/A1324/A132403/13162340/dtlmenu,https://tabelog.com/tokyo/A1324/A132403/13162340/dtlphotolst/3/smp2,https://tabelog.com/tokyo/A1324/A132403/13162340/dtlphotolst/4/smp2,葛飾区
洋菓子店 センチメント,（sentiment）,https://tabelog.com/tokyo/A1312/A131204/13248991/,不定休,新小岩駅,カフェ 洋菓子（その他） ケーキ,-,￥2000～￥2999,3.18,東京都 葛飾区新小岩1-3-3 ,-,12,1767,https://tabelog.com/tokyo/A1312/A131204/13248991/dtlmenu,https://tabelog.com/tokyo/A1312/A131204/13248991/dtlphotolst/3/smp2,https://tabelog.com/tokyo/A1312/A131204/13248991/dtlphotolst/4/smp2,葛飾区
モガール洋菓子店,,https://tabelog.com/tokyo/A1324/A132403/13078019/,-,金町駅,ケーキ,～￥999,～￥999,3.09,東京都 葛飾区東金町1丁目34-1 ,03-3607-9661,10,110,https://tabelog.com/tokyo/A1324/A132403/13078019/dtlmenu,https://tabelog.com/tokyo/A1324/A132403/13078019/dtlphotolst/3/smp2,https://tabelog.com/tokyo/A1324/A132403/13078019/dtlphotolst/4/smp2,葛飾区
デリス洋菓子店,（PATISSERIE DELICE）,https://tabelog.com/tokyo/A1312/A131204/13025267/,火曜日,新小岩駅,ケーキ,-,￥1000～￥1999,3.09,東京都 葛飾区西新小岩4-37-1 ,03-3693-1321,6,103,https://tabelog.com/tokyo/A1312/A131204/13025267/dtlmenu,https://tabelog.com/tokyo/A1312/A131204/13025267/dtlphotolst/3/smp2,https://tabelog.com/tokyo/A1312/A131204/13025267/dtlphotolst/4/smp2,葛飾区
ピノキオ洋菓子店,,https://tabelog.com/tokyo/A1312/A131204/13048127/,-,京成小岩駅,ケーキ,-,～￥999,3.08,東京都 葛飾区鎌倉4丁目37-2 ,03-3673-3962,7,88,https://tabelog.com/tokyo/A1312/A131204/13048127/dtlmenu,https://tabelog.com/tokyo/A1312/A131204/13048127/dtlphotolst/3/smp2,https://tabelog.com/tokyo/A1312/A131204/13048127/dtlphotolst/4/smp2,葛飾区
デリス洋菓子店 東新小岩店,,https://tabelog.com/tokyo/A1312/A131204/13156714/,火曜日,新小岩駅,ケーキ 喫茶店,-,～￥999,3.07,東京都 葛飾区東新小岩5-2-7 1F,-,5,95,https://tabelog.com/tokyo/A1312/A131204/13156714/dtlmenu,https://tabelog.com/tokyo/A1312/A131204/13156714/dtlphotolst/3/smp2,https://tabelog.com/tokyo/A1312/A131204/13156714/dtlphotolst/4/smp2,葛飾区
セ・ラ・ヴィ洋菓子店,,https://tabelog.com/tokyo/A1324/A132403/13197556/,不定休,堀切菖蒲園駅,ケーキ 洋菓子（その他）,-,～￥999,3.02,東京都 葛飾区堀切2-57-12 ,-,1,29,https://tabelog.com/tokyo/A1324/A132403/13197556/dtlmenu,https://tabelog.com/tokyo/A1324/A132403/13197556/dtlphotolst/3/smp2,https://tabelog.com/tokyo/A1324/A132403/13197556/dtlphotolst/4/smp2,葛飾区
シルバード洋菓子店,,https://tabelog.com/tokyo/A1312/A131204/13109037/,無休,小岩駅,ケーキ 喫茶店,-,～￥999,3.27,東京都 江戸川区南小岩7-23-17 ,03-3657-6196,36,1348,https://tabelog.com/tokyo/A1312/A131204/13109037/dtlmenu,https://tabelog.com/tokyo/A1312/A131204/13109037/dtlphotolst/3/smp2,https://tabelog.com/tokyo/A1312/A131204/13109037/dtlphotolst/4/smp2,江戸川区
