name,subname,url,holiday,nearest,genre,price_dinner,price_lunch,star,address,tel,reviews,bookmarks,menu_url,photo_out,photo_in
パティスリーエドモント,（【旧店名】エドベーカリー）,https://tabelog.com/tokyo/A1309/A130905/13041576/,無休,飯田橋駅,パン ケーキ,～￥999,～￥999,3.51,東京都 千代田区飯田橋3-10-8 ホテルメトロポリタンエドモント  イーストウィング　1Ｆ,03-3237-7119,76,2829,https://tabelog.com/tokyo/A1309/A130905/13041576/dtlmenu,https://tabelog.com/tokyo/A1309/A130905/13041576/dtlphotolst/3/smp2,https://tabelog.com/tokyo/A1309/A130905/13041576/dtlphotolst/4/smp2
パティスリーメリクリ,（meri cri）,https://tabelog.com/tokyo/A1325/A132501/13123757/,火曜日・他不定休有　火曜でも祝日は営業,武蔵小金井駅,ケーキ,-,￥1000～￥1999,3.51,東京都 小金井市本町3-10-12 ,042-385-0170,25,936,https://tabelog.com/tokyo/A1325/A132501/13123757/dtlmenu,https://tabelog.com/tokyo/A1325/A132501/13123757/dtlphotolst/3/smp2,https://tabelog.com/tokyo/A1325/A132501/13123757/dtlphotolst/4/smp2
パティスリー パロラ,（Pâtisserie PAROLA）,https://tabelog.com/tokyo/A1301/A130103/13252336/,無し,日比谷駅,フルーツパーラー カフェ ケーキ,￥3000～￥3999,￥3000～￥3999,3.50,東京都 千代田区内幸町1-7-1 HIBIYA OKUROJI,03-6807-5622,92,11121,https://tabelog.com/tokyo/A1301/A130103/13252336/dtlmenu,https://tabelog.com/tokyo/A1301/A130103/13252336/dtlphotolst/3/smp2,https://tabelog.com/tokyo/A1301/A130103/13252336/dtlphotolst/4/smp2
パティスリー ヒヤマ,（Patisserie Hiyama）,https://tabelog.com/tokyo/A1323/A132302/13059455/,月曜日(祝祭日の場合は翌日),新大塚駅,ケーキ,～￥999,～￥999,3.50,東京都 文京区大塚4-1-11 ,03-3945-3585,51,2101,https://tabelog.com/tokyo/A1323/A132302/13059455/dtlmenu,https://tabelog.com/tokyo/A1323/A132302/13059455/dtlphotolst/3/smp2,https://tabelog.com/tokyo/A1323/A132302/13059455/dtlphotolst/4/smp2
パティスリー ル・ド・ブリク,（Patisserie RUE DES BRIQUES）,https://tabelog.com/tokyo/A1301/A130103/13120611/,無休,内幸町駅,ケーキ パン,-,～￥999,3.50,東京都 港区新橋1-2-6 第一ホテル東京  1F,03-3596-7569,50,2282,https://tabelog.com/tokyo/A1301/A130103/13120611/dtlmenu,https://tabelog.com/tokyo/A1301/A130103/13120611/dtlphotolst/3/smp2,https://tabelog.com/tokyo/A1301/A130103/13120611/dtlphotolst/4/smp2
パティスリー タツヤ ササキ 阿佐ヶ谷店,,https://tabelog.com/tokyo/A1319/A131905/13208087/,月曜日・水曜日(祝日の場合翌日)、不定休 ※公式サイトに営業日カレンダーあり,阿佐ケ谷駅,ケーキ 洋菓子（その他） マカロン,-,～￥999,3.50,東京都 杉並区阿佐ヶ谷北1-33-5 1F,03-5364-9306,31,1962,https://tabelog.com/tokyo/A1319/A131905/13208087/dtlmenu,https://tabelog.com/tokyo/A1319/A131905/13208087/dtlphotolst/3/smp2,https://tabelog.com/tokyo/A1319/A131905/13208087/dtlphotolst/4/smp2
パティスリー・ヒロヤ・ミナミサワ,（Patisserie Hiroya Minamisawa）,https://tabelog.com/tokyo/A1319/A131907/13200798/,水曜日・木曜日,西荻窪駅,ケーキ 洋菓子（その他）,-,￥2000～￥2999,3.50,東京都 杉並区西荻北4-24-11 ,03-6913-5157,31,2655,https://tabelog.com/tokyo/A1319/A131907/13200798/dtlmenu,https://tabelog.com/tokyo/A1319/A131907/13200798/dtlphotolst/3/smp2,https://tabelog.com/tokyo/A1319/A131907/13200798/dtlphotolst/4/smp2
パティスリー・マダム・トキ,（【旧店名】ラ・コロンバ 代官山店）,https://tabelog.com/tokyo/A1303/A130303/13001708/,月曜日、土曜日、日曜日、祝日,代官山駅,ケーキ パン,￥1000～￥1999,～￥999,3.50,東京都 渋谷区鉢山町14-7 ,03-3461-2298,31,3066,https://tabelog.com/tokyo/A1303/A130303/13001708/dtlmenu,https://tabelog.com/tokyo/A1303/A130303/13001708/dtlphotolst/3/smp2,https://tabelog.com/tokyo/A1303/A130303/13001708/dtlphotolst/4/smp2
パティスリー レザネフォール 中野店,,https://tabelog.com/tokyo/A1321/A132104/13221152/,なし(年始不定休),新井薬師前駅,ケーキ,～￥999,～￥999,3.46,東京都 中野区新井5-5-10 パークフロント中野新井薬師 1F,03-3386-8633,48,3057,https://tabelog.com/tokyo/A1321/A132104/13221152/dtlmenu,https://tabelog.com/tokyo/A1321/A132104/13221152/dtlphotolst/3/smp2,https://tabelog.com/tokyo/A1321/A132104/13221152/dtlphotolst/4/smp2
ルポ バイ パティスリーイーズ,（repos by Pâtisserie ease）,https://tabelog.com/tokyo/A1304/A130401/13251056/,-,新宿三丁目駅,ケーキ スイーツ（その他）,￥1000～￥1999,￥1000～￥1999,3.46,東京都 新宿区新宿3-14-1 伊勢丹新宿店本館 B1F,03-3352-1111,43,1630,https://tabelog.com/tokyo/A1304/A130401/13251056/dtlmenu,https://tabelog.com/tokyo/A1304/A130401/13251056/dtlphotolst/3/smp2,https://tabelog.com/tokyo/A1304/A130401/13251056/dtlphotolst/4/smp2
パティスリー モンシェール 銀座三越店,,https://tabelog.com/tokyo/A1301/A130101/13044109/,不定休(三越に準ずる),銀座駅,ケーキ,～￥999,～￥999,3.45,東京都 中央区銀座4-6-16 銀座三越  B2F,03-3562-1111,224,2529,https://tabelog.com/tokyo/A1301/A130101/13044109/dtlmenu,https://tabelog.com/tokyo/A1301/A130101/13044109/dtlphotolst/3/smp2,https://tabelog.com/tokyo/A1301/A130101/13044109/dtlphotolst/4/smp2
パティスリー イソザキ 日本橋浜町本店,（Patisserie ISOZAKI）,https://tabelog.com/tokyo/A1302/A130204/13036064/,無休,水天宮前駅,ケーキ,-,￥1000～￥1999,3.45,東京都 中央区日本橋浜町3-3-1 トルナーレ日本橋浜町  1F,03-5643-7910,84,2083,https://tabelog.com/tokyo/A1302/A130204/13036064/dtlmenu,https://tabelog.com/tokyo/A1302/A130204/13036064/dtlphotolst/3/smp2,https://tabelog.com/tokyo/A1302/A130204/13036064/dtlphotolst/4/smp2
パティスリー&カフェ デリーモ 東京ミッドタウン日比谷店,（Pâtisserie & Café DEL'IMMO）,https://tabelog.com/tokyo/A1301/A130102/13217479/,施設に準ずる,日比谷駅,カフェ ケーキ パンケーキ,￥2000～￥2999,￥1000～￥1999,3.43,東京都 千代田区有楽町1-1-3 B1F,03-6206-1196,310,22213,https://tabelog.com/tokyo/A1301/A130102/13217479/dtlmenu,https://tabelog.com/tokyo/A1301/A130102/13217479/dtlphotolst/3/smp2,https://tabelog.com/tokyo/A1301/A130102/13217479/dtlphotolst/4/smp2
Patisserie cafe VIVANT,（パティスリー カフェ ヴィヴァン）,https://tabelog.com/tokyo/A1325/A132503/13256905/,火曜日,矢川駅,カフェ ケーキ,-,￥1000～￥1999,3.43,東京都 国立市富士見台3-5-14 ,042-505-4982,29,1547,https://tabelog.com/tokyo/A1325/A132503/13256905/dtlmenu,https://tabelog.com/tokyo/A1325/A132503/13256905/dtlphotolst/3/smp2,https://tabelog.com/tokyo/A1325/A132503/13256905/dtlphotolst/4/smp2
パティスリー メゾンドゥース,（Maison Douce）,https://tabelog.com/tokyo/A1329/A132904/13158920/,火曜日,南大沢駅,ケーキ,-,～￥999,3.42,東京都 八王子市南大沢2-206-9 ,042-689-6221,41,3108,https://tabelog.com/tokyo/A1329/A132904/13158920/dtlmenu,https://tabelog.com/tokyo/A1329/A132904/13158920/dtlphotolst/3/smp2,https://tabelog.com/tokyo/A1329/A132904/13158920/dtlphotolst/4/smp2
パティスリープラネッツ 江古田店,,https://tabelog.com/tokyo/A1321/A132101/13226996/,水曜日、不定休(SNSにて告知),江古田駅,ケーキ カフェ アイスクリーム,-,～￥999,3.42,東京都 練馬区栄町9-13 ,03-6914-6415,25,1013,https://tabelog.com/tokyo/A1321/A132101/13226996/dtlmenu,https://tabelog.com/tokyo/A1321/A132101/13226996/dtlphotolst/3/smp2,https://tabelog.com/tokyo/A1321/A132101/13226996/dtlphotolst/4/smp2
パティスリーココアンジュ,（Patisserie CoCo Ange）,https://tabelog.com/tokyo/A1307/A130701/13162259/,年中無休,六本木駅,ケーキ カフェ スイーツ（その他）,～￥999,～￥999,3.41,東京都 港区六本木6-1-12 21六本木ビル 1F,03-5411-2525,35,2706,https://tabelog.com/tokyo/A1307/A130701/13162259/dtlmenu,https://tabelog.com/tokyo/A1307/A130701/13162259/dtlphotolst/3/smp2,https://tabelog.com/tokyo/A1307/A130701/13162259/dtlphotolst/4/smp2
パティスリーアノー 狛江店,（anneau）,https://tabelog.com/tokyo/A1326/A132603/13145476/,年中無休,狛江駅,ケーキ 洋菓子（その他） カフェ,-,～￥999,3.40,東京都 狛江市和泉本町3-3-25 サンミッシェル2 1F,03-5761-8850,38,1041,https://tabelog.com/tokyo/A1326/A132603/13145476/dtlmenu,https://tabelog.com/tokyo/A1326/A132603/13145476/dtlphotolst/3/smp2,https://tabelog.com/tokyo/A1326/A132603/13145476/dtlphotolst/4/smp2
パティスリー アン サンク,（Patisserie UN CINQ）,https://tabelog.com/tokyo/A1315/A131502/13171474/,火曜日、水曜日,大森海岸駅,ケーキ,-,￥3000～￥3999,3.40,東京都 品川区南大井3-13-14 1F,03-6450-0593,34,1141,https://tabelog.com/tokyo/A1315/A131502/13171474/dtlmenu,https://tabelog.com/tokyo/A1315/A131502/13171474/dtlphotolst/3/smp2,https://tabelog.com/tokyo/A1315/A131502/13171474/dtlphotolst/4/smp2
パティスリー　ル・アマレット,,https://tabelog.com/tokyo/A1313/A131305/13050952/,水曜日、不定休(公式サイトに営業日カレンダーあり),葛西臨海公園駅,ケーキ,-,￥1000～￥1999,3.40,東京都 江戸川区南葛西4-6-8 KANEKO Buld 1F,03-3804-4430,30,824,https://tabelog.com/tokyo/A1313/A131305/13050952/dtlmenu,https://tabelog.com/tokyo/A1313/A131305/13050952/dtlphotolst/3/smp2,https://tabelog.com/tokyo/A1313/A131305/13050952/dtlphotolst/4/smp2
パティスリー ナオヒラ,,https://tabelog.com/tokyo/A1315/A131503/13117771/,第一火曜日（イベントの際は振替あり）,梅屋敷駅,ケーキ,-,～￥999,3.39,東京都 大田区蒲田2-18-22 ＴＡＣビル1F,050-5590-3164,49,4654,https://tabelog.com/tokyo/A1315/A131503/13117771/dtlmenu,https://tabelog.com/tokyo/A1315/A131503/13117771/dtlphotolst/3/smp2,https://tabelog.com/tokyo/A1315/A131503/13117771/dtlphotolst/4/smp2
ル・フレザリア パティスリー,（Le Fraisalia Patisserie）,https://tabelog.com/tokyo/A1328/A132806/13151184/,月曜日（祝日は除く）,東村山駅,ケーキ パン,￥5000～￥5999,￥2000～￥2999,3.39,東京都 東村山市野口町1-20-14 ,042-395-5771,30,1209,https://tabelog.com/tokyo/A1328/A132806/13151184/dtlmenu,https://tabelog.com/tokyo/A1328/A132806/13151184/dtlphotolst/3/smp2,https://tabelog.com/tokyo/A1328/A132806/13151184/dtlphotolst/4/smp2
パティスリー カカオエット パリ 武蔵小山店,,https://tabelog.com/tokyo/A1317/A131710/13247930/,毎週火曜日と第1と第3月曜日,武蔵小山駅,ケーキ カフェ,-,￥1000～￥1999,3.38,東京都 品川区荏原3-8-7 ,03-6426-2350,39,1492,https://tabelog.com/tokyo/A1317/A131710/13247930/dtlmenu,https://tabelog.com/tokyo/A1317/A131710/13247930/dtlphotolst/3/smp2,https://tabelog.com/tokyo/A1317/A131710/13247930/dtlphotolst/4/smp2
パティスリーモデスト,,https://tabelog.com/tokyo/A1326/A132601/13226375/,-,国領駅,ケーキ,-,￥1000～￥1999,3.38,東京都 調布市国領町3-8-15 くすのきアパート5号棟104,042-444-8977,22,983,https://tabelog.com/tokyo/A1326/A132601/13226375/dtlmenu,https://tabelog.com/tokyo/A1326/A132601/13226375/dtlphotolst/3/smp2,https://tabelog.com/tokyo/A1326/A132601/13226375/dtlphotolst/4/smp2
Patisserie HATT,（パティスリー ハット）,https://tabelog.com/tokyo/A1313/A131302/13058348/,水曜日,月島駅,ケーキ,-,～￥999,3.37,東京都 中央区月島2-14-9 ,03-5560-9802,41,1433,https://tabelog.com/tokyo/A1313/A131302/13058348/dtlmenu,https://tabelog.com/tokyo/A1313/A131302/13058348/dtlphotolst/3/smp2,https://tabelog.com/tokyo/A1313/A131302/13058348/dtlphotolst/4/smp2
パティスリー プティエデン,,https://tabelog.com/tokyo/A1315/A131502/13004736/,水曜日(祝祭日、ｲﾍﾞﾝﾄ等の場合、変更あり　）,大森海岸駅,ケーキ,-,～￥999,3.37,東京都 大田区大森北2-3-15 ,03-5471-6030,36,963,https://tabelog.com/tokyo/A1315/A131502/13004736/dtlmenu,https://tabelog.com/tokyo/A1315/A131502/13004736/dtlphotolst/3/smp2,https://tabelog.com/tokyo/A1315/A131502/13004736/dtlphotolst/4/smp2
パティスリー ウルス,（PÂTISSERIE OURS ）,https://tabelog.com/tokyo/A1312/A131201/13189547/,月曜日,清澄白河駅,スイーツ（その他） ケーキ,-,～￥999,3.36,東京都 江東区高橋4-6 ,03-5669-0452,36,2259,https://tabelog.com/tokyo/A1312/A131201/13189547/dtlmenu,https://tabelog.com/tokyo/A1312/A131201/13189547/dtlphotolst/3/smp2,https://tabelog.com/tokyo/A1312/A131201/13189547/dtlphotolst/4/smp2
エシレ・パティスリー オ ブール 西武池袋店,（ECHIRE PATISSERIE AU BEURRE）,https://tabelog.com/tokyo/A1305/A130501/13266154/,西武池袋本店に準ずる,池袋駅,洋菓子（その他）,￥2000～￥2999,￥1000～￥1999,3.36,東京都 豊島区南池袋1-28-1 西武池袋本店  西武食品館 B1F,03-5949-2212,30,543,https://tabelog.com/tokyo/A1305/A130501/13266154/dtlmenu,https://tabelog.com/tokyo/A1305/A130501/13266154/dtlphotolst/3/smp2,https://tabelog.com/tokyo/A1305/A130501/13266154/dtlphotolst/4/smp2
パティスリー ルポンデザミ,（LE PONT DES AMIS）,https://tabelog.com/tokyo/A1322/A132205/13202658/,火曜日・不定休,板橋本町駅,ケーキ,-,～￥999,3.36,東京都 板橋区仲宿49-7 ,03-6905-7613,23,1234,https://tabelog.com/tokyo/A1322/A132205/13202658/dtlmenu,https://tabelog.com/tokyo/A1322/A132205/13202658/dtlphotolst/3/smp2,https://tabelog.com/tokyo/A1322/A132205/13202658/dtlphotolst/4/smp2
パティスリー リブレゾン,（PATISSERIE LIVRAISON）,https://tabelog.com/tokyo/A1325/A132502/13233556/,火（不定休）,国分寺駅,ケーキ,～￥999,～￥999,3.36,東京都 国分寺市本町2-9-8 ,042-312-0088,17,535,https://tabelog.com/tokyo/A1325/A132502/13233556/dtlmenu,https://tabelog.com/tokyo/A1325/A132502/13233556/dtlphotolst/3/smp2,https://tabelog.com/tokyo/A1325/A132502/13233556/dtlphotolst/4/smp2
パティスリー コポー,,https://tabelog.com/tokyo/A1319/A131904/13045136/,月曜定休,新高円寺駅,ケーキ,-,～￥999,3.35,東京都 杉並区梅里2-9-11 ,03-5378-8506,26,431,https://tabelog.com/tokyo/A1319/A131904/13045136/dtlmenu,https://tabelog.com/tokyo/A1319/A131904/13045136/dtlphotolst/3/smp2,https://tabelog.com/tokyo/A1319/A131904/13045136/dtlphotolst/4/smp2
パティスリーエール,（Pâtisserie R）,https://tabelog.com/tokyo/A1317/A131715/13181403/,火曜日,九品仏駅,ケーキ デリカテッセン,-,￥2000～￥2999,3.34,東京都 世田谷区奥沢8-34-18 ,03-6809-8774,35,1940,https://tabelog.com/tokyo/A1317/A131715/13181403/dtlmenu,https://tabelog.com/tokyo/A1317/A131715/13181403/dtlphotolst/3/smp2,https://tabelog.com/tokyo/A1317/A131715/13181403/dtlphotolst/4/smp2
パティスリー パブロフ,（Pavlov）,https://tabelog.com/tokyo/A1308/A130802/13247937/,無休,虎ノ門ヒルズ駅,ケーキ カフェ,￥1000～￥1999,￥1000～￥1999,3.34,東京都 港区虎ノ門1-17-1 虎ノ門ヒルズ ビジネスタワー 1F,03-6273-3432,32,1100,https://tabelog.com/tokyo/A1308/A130802/13247937/dtlmenu,https://tabelog.com/tokyo/A1308/A130802/13247937/dtlphotolst/3/smp2,https://tabelog.com/tokyo/A1308/A130802/13247937/dtlphotolst/4/smp2
パティスリー アンドゥ エキュート日暮里店,（un deux）,https://tabelog.com/tokyo/A1311/A131105/13093194/,エキュート日暮里に準ずる,日暮里駅,ケーキ 洋菓子（その他）,￥1000～￥1999,￥1000～￥1999,3.34,東京都 荒川区西日暮里2-19 エキュート日暮里,03-3805-8282,25,394,https://tabelog.com/tokyo/A1311/A131105/13093194/dtlmenu,https://tabelog.com/tokyo/A1311/A131105/13093194/dtlphotolst/3/smp2,https://tabelog.com/tokyo/A1311/A131105/13093194/dtlphotolst/4/smp2
パティスリーパブロフ,（PATISSERIE Pavlov）,https://tabelog.com/tokyo/A1301/A130101/13207686/,不定休(GINZA SIXに準ずる),銀座駅,ケーキ,￥1000～￥1999,￥1000～￥1999,3.34,東京都 中央区銀座6-10-1 GINZA SIX B2F,03-3289-7155,22,1197,https://tabelog.com/tokyo/A1301/A130101/13207686/dtlmenu,https://tabelog.com/tokyo/A1301/A130101/13207686/dtlphotolst/3/smp2,https://tabelog.com/tokyo/A1301/A130101/13207686/dtlphotolst/4/smp2
パティスリー モンシェール 日本橋三越店,（Moncher）,https://tabelog.com/tokyo/A1302/A130202/13058319/,なし,三越前駅,ケーキ,-,￥2000～￥2999,3.33,東京都 中央区日本橋室町1-4-1 日本橋三越本店 本館 B1F,03-3241-3311,123,1416,https://tabelog.com/tokyo/A1302/A130202/13058319/dtlmenu,https://tabelog.com/tokyo/A1302/A130202/13058319/dtlphotolst/3/smp2,https://tabelog.com/tokyo/A1302/A130202/13058319/dtlphotolst/4/smp2
パティスリー 85,（Patisserie 85）,https://tabelog.com/tokyo/A1313/A131301/13237880/,水曜日、日曜日,新富町駅,カフェ,-,￥1000～￥1999,3.33,東京都 中央区新富2-4-3 京橋ダイヤモンドマンション 1F,080-8421-0483,19,1230,https://tabelog.com/tokyo/A1313/A131301/13237880/dtlmenu,https://tabelog.com/tokyo/A1313/A131301/13237880/dtlphotolst/3/smp2,https://tabelog.com/tokyo/A1313/A131301/13237880/dtlphotolst/4/smp2
パティスリートム,,https://tabelog.com/tokyo/A1325/A132501/13223884/,水曜日・第2火曜日(祝日の場合は営業)、不定休(SNSにて告知),武蔵小金井駅,ケーキ 洋菓子（その他）,-,～￥999,3.33,東京都 小金井市本町5-7-25 ,042-316-4680,19,616,https://tabelog.com/tokyo/A1325/A132501/13223884/dtlmenu,https://tabelog.com/tokyo/A1325/A132501/13223884/dtlphotolst/3/smp2,https://tabelog.com/tokyo/A1325/A132501/13223884/dtlphotolst/4/smp2
パティスリー クルール,（patisserie Couleur）,https://tabelog.com/tokyo/A1323/A132302/13176861/,不定休,新大塚駅,ケーキ チョコレート,￥2000～￥2999,～￥999,3.32,東京都 豊島区南大塚2-11-8 MKビル 1F,03-3947-7677,28,766,https://tabelog.com/tokyo/A1323/A132302/13176861/dtlmenu,https://tabelog.com/tokyo/A1323/A132302/13176861/dtlphotolst/3/smp2,https://tabelog.com/tokyo/A1323/A132302/13176861/dtlphotolst/4/smp2
パティスリーカフェ エムヤスヒコ,（Ptisserie Cafe M.YASUHIKO）,https://tabelog.com/tokyo/A1328/A132802/13215398/,火曜日,東久留米駅,ケーキ カフェ かき氷,～￥999,～￥999,3.32,東京都 東久留米市本町3-7-7 高橋ビル 1F,042-479-4499,19,962,https://tabelog.com/tokyo/A1328/A132802/13215398/dtlmenu,https://tabelog.com/tokyo/A1328/A132802/13215398/dtlphotolst/3/smp2,https://tabelog.com/tokyo/A1328/A132802/13215398/dtlphotolst/4/smp2
パティスリー＆ブーランジェリー ハル,（Patissrie & Boulangerie HARU）,https://tabelog.com/tokyo/A1313/A131303/13208147/,月曜日(祝日の場合営業)、不定休(インスタグラムにて告知),東陽町駅,ケーキ 洋菓子（その他） パン,～￥999,～￥999,3.31,東京都 江東区東陽5-31-22 大興ビル 1F,03-6458-7223,29,1131,https://tabelog.com/tokyo/A1313/A131303/13208147/dtlmenu,https://tabelog.com/tokyo/A1313/A131303/13208147/dtlphotolst/3/smp2,https://tabelog.com/tokyo/A1313/A131303/13208147/dtlphotolst/4/smp2
パティスリーマサ,（Pâtisserie Massa）,https://tabelog.com/tokyo/A1322/A132203/13200688/,火曜日（祝祭日は営業）、不定休（SNSにて告知）,中板橋駅,ケーキ,-,～￥999,3.31,東京都 板橋区中板橋20-1-104 ,03-6822-0110,13,391,https://tabelog.com/tokyo/A1322/A132203/13200688/dtlmenu,https://tabelog.com/tokyo/A1322/A132203/13200688/dtlphotolst/3/smp2,https://tabelog.com/tokyo/A1322/A132203/13200688/dtlphotolst/4/smp2
ヴィヴェル パティスリー トウキョウ,（VIVEL PATISSERIE TOKYO）,https://tabelog.com/tokyo/A1306/A130602/13245262/,-,表参道駅,洋菓子（その他） カフェ,-,￥1000～￥1999,3.30,東京都 港区南青山3-18-17 青山十八番館ビル 2F,03-6432-9866,34,2261,https://tabelog.com/tokyo/A1306/A130602/13245262/dtlmenu,https://tabelog.com/tokyo/A1306/A130602/13245262/dtlphotolst/3/smp2,https://tabelog.com/tokyo/A1306/A130602/13245262/dtlphotolst/4/smp2
フランクミュラー・パティスリー GINZA SIX,（FRANCK MULLER PATISSERIE）,https://tabelog.com/tokyo/A1301/A130101/13207735/,-,銀座駅,洋菓子（その他）,￥2000～￥2999,￥1000～￥1999,3.30,東京都 中央区銀座6-10-1 GINZA SIX 2F,03-3569-0663,34,979,https://tabelog.com/tokyo/A1301/A130101/13207735/dtlmenu,https://tabelog.com/tokyo/A1301/A130101/13207735/dtlphotolst/3/smp2,https://tabelog.com/tokyo/A1301/A130101/13207735/dtlphotolst/4/smp2
Patisserie Faon,（パティスリー ファン）,https://tabelog.com/tokyo/A1327/A132701/13101003/,不定休,古淵駅,ケーキ カフェ,-,￥1000～￥1999,3.30,東京都 町田市忠生3-1-32 ロイヤル忠生１Ｆ,042-794-9311,24,714,https://tabelog.com/tokyo/A1327/A132701/13101003/dtlmenu,https://tabelog.com/tokyo/A1327/A132701/13101003/dtlphotolst/3/smp2,https://tabelog.com/tokyo/A1327/A132701/13101003/dtlphotolst/4/smp2
パティスリーパダクシオン,,https://tabelog.com/tokyo/A1305/A130501/13230673/,日曜日,池袋駅,ケーキ,～￥999,～￥999,3.30,東京都 豊島区西池袋3-33-6 内山ビル 101,050-3634-3632,22,1742,https://tabelog.com/tokyo/A1305/A130501/13230673/dtlmenu,https://tabelog.com/tokyo/A1305/A130501/13230673/dtlphotolst/3/smp2,https://tabelog.com/tokyo/A1305/A130501/13230673/dtlphotolst/4/smp2
パティスリー ルパン,,https://tabelog.com/tokyo/A1329/A132903/13185801/,無休（夏季・年末年始を除く）,日野駅,ケーキ,￥2000～￥2999,～￥999,3.30,東京都 日野市日野本町3-12-1 ,042-843-3626,12,422,https://tabelog.com/tokyo/A1329/A132903/13185801/dtlmenu,https://tabelog.com/tokyo/A1329/A132903/13185801/dtlphotolst/3/smp2,https://tabelog.com/tokyo/A1329/A132903/13185801/dtlphotolst/4/smp2
パティスリーコリウール,,https://tabelog.com/tokyo/A1317/A131716/13050012/,水曜日,下丸子駅,ケーキ チョコレート,-,～￥999,3.29,東京都 大田区下丸子1-5-1 ,03-3750-0212,34,584,https://tabelog.com/tokyo/A1317/A131716/13050012/dtlmenu,https://tabelog.com/tokyo/A1317/A131716/13050012/dtlphotolst/3/smp2,https://tabelog.com/tokyo/A1317/A131716/13050012/dtlphotolst/4/smp2
パティスリー　ラ　ボンボニエール,,https://tabelog.com/tokyo/A1326/A132602/13144056/,火曜日,府中駅,ケーキ,～￥999,￥1000～￥1999,3.29,東京都 府中市府中町1-25-12 ゼルコバビル 1F,042-306-5536,14,604,https://tabelog.com/tokyo/A1326/A132602/13144056/dtlmenu,https://tabelog.com/tokyo/A1326/A132602/13144056/dtlphotolst/3/smp2,https://tabelog.com/tokyo/A1326/A132602/13144056/dtlphotolst/4/smp2
パティスリー・キハチ 東大島店,（PATISSERIE KIHACHI）,https://tabelog.com/tokyo/A1312/A131202/13020386/,無休,東大島駅,ケーキ,～￥999,～￥999,3.28,東京都 江東区大島8-42-14 ,03-5626-3910,46,746,https://tabelog.com/tokyo/A1312/A131202/13020386/dtlmenu,https://tabelog.com/tokyo/A1312/A131202/13020386/dtlphotolst/3/smp2,https://tabelog.com/tokyo/A1312/A131202/13020386/dtlphotolst/4/smp2
パティスリー ア・ビアント 府中店,（Pâtisserie À bientôt）,https://tabelog.com/tokyo/A1326/A132602/13048806/,無休,谷保駅,ケーキ,～￥999,￥1000～￥1999,3.28,東京都 府中市西原町2-1-43 ,042-360-8883,19,372,https://tabelog.com/tokyo/A1326/A132602/13048806/dtlmenu,https://tabelog.com/tokyo/A1326/A132602/13048806/dtlphotolst/3/smp2,https://tabelog.com/tokyo/A1326/A132602/13048806/dtlphotolst/4/smp2
パティスリー エスリエール,（Pâtisserie sLier）,https://tabelog.com/tokyo/A1314/A131405/13235640/,水曜日,新馬場駅,ケーキ チョコレート,～￥999,～￥999,3.27,東京都 品川区南品川1-8-11 ,070-2292-1746,21,1341,https://tabelog.com/tokyo/A1314/A131405/13235640/dtlmenu,https://tabelog.com/tokyo/A1314/A131405/13235640/dtlphotolst/3/smp2,https://tabelog.com/tokyo/A1314/A131405/13235640/dtlphotolst/4/smp2
パティスリー スウィジック,（Patisserie SWEEGICC）,https://tabelog.com/tokyo/A1318/A131813/13224574/,水曜日,千歳船橋駅,ケーキ 洋菓子（その他）,-,￥1000～￥1999,3.27,東京都 世田谷区上用賀4-34-1 ,03-6413-0579,16,491,https://tabelog.com/tokyo/A1318/A131813/13224574/dtlmenu,https://tabelog.com/tokyo/A1318/A131813/13224574/dtlphotolst/3/smp2,https://tabelog.com/tokyo/A1318/A131813/13224574/dtlphotolst/4/smp2
パティスリーシャロン  新町店,,https://tabelog.com/tokyo/A1330/A133003/13094938/,年中無休,小作駅,ケーキ 洋菓子（その他）,-,～￥999,3.27,東京都 青梅市新町5-26-4 ,0428-32-3555,16,166,https://tabelog.com/tokyo/A1330/A133003/13094938/dtlmenu,https://tabelog.com/tokyo/A1330/A133003/13094938/dtlphotolst/3/smp2,https://tabelog.com/tokyo/A1330/A133003/13094938/dtlphotolst/4/smp2
パティスリー・ウー,,https://tabelog.com/tokyo/A1319/A131903/13009231/,火曜日,方南町駅,ケーキ,～￥999,～￥999,3.25,東京都 杉並区堀ノ内1-6-4 清水ビル　１０１,03-5377-3030,42,1204,https://tabelog.com/tokyo/A1319/A131903/13009231/dtlmenu,https://tabelog.com/tokyo/A1319/A131903/13009231/dtlphotolst/3/smp2,https://tabelog.com/tokyo/A1319/A131903/13009231/dtlphotolst/4/smp2
パティスリー　ブリーズ,,https://tabelog.com/tokyo/A1329/A132902/13109945/,火曜日・水曜日、不定休(SNSにて告知),昭島駅,ケーキ,～￥999,～￥999,3.25,東京都 昭島市昭和町1-5-8 ウェルネス昭島１Ｆ,042-519-1325,27,701,https://tabelog.com/tokyo/A1329/A132902/13109945/dtlmenu,https://tabelog.com/tokyo/A1329/A132902/13109945/dtlphotolst/3/smp2,https://tabelog.com/tokyo/A1329/A132902/13109945/dtlphotolst/4/smp2
